采购订单号,供应商代码,供应商名称,供应商等级,物料代码,物料名称,类型,单位,订单数量,单价,总金额,下单日期,预计交付日期,实际交付日期,状态,交期天数,备注
PO2026066729,SUP013,青岛海润电子,C级,M0208,电感线圈 10μH 绕线,原材料,颗,500,12.57,6285,2026/4/8,2026/4/20,,已下达,12,
PO2026075042,SUP026,沈阳航天电子,B级,M0261,ABS外壳 笔记本A面 14寸,原材料,个,1500,72.32,108480,2026/4/25,2026/5/9,,已确认,14,供应商已确认交期
PO2026062939,SUP001,深圳华腾电子,A级,M0163,包装彩盒(小) v3,半成品,个,200,58.55,11710,2026/1/23,2026/2/10,,已确认,18,物料生产排程中
PO2026074255,SUP002,东莞鑫盛塑胶,B级,M0237,显示屏模组 IPS 14寸 FHD,原材料,块,5000,216.05,1080250,2026/4/22,2026/5/17,,已确认,25,质量检验标准已确认
PO2026117863,SUP033,海口南海科技,B级,M0249,5G模组 RM500Q,原材料,个,3000,264.53,793590,2026/2/23,2026/3/9,,待处理,14,
PO2026062453,SUP018,无锡精密机械,A级,M0141,Zigbee模块 v3,原材料,个,2500,120.5,301250,2026/3/12,2026/4/16,,部分到货,35,
PO2026115184,SUP023,济南恒泰科技,B级,M0111,锂电池 18650 v2,原材料,节,500,84.96,42480,2026/6/21,2026/7/5,,已下达,14,
PO2026061244,SUP018,无锡精密机械,A级,M0267,铜散热片 VC均热板,原材料,片,500,208.14,104070,2026/4/7,2026/4/19,,部分到货,12,
PO2026104219,SUP026,沈阳航天电子,B级,P0027,窗帘轨道 3m,成品,根,200,132.63,26526,2026/2/22,2026/3/4,2026/3/1,已完成,10,已转入可用库存
PO2026059550,SUP012,大连远东科技,B级,M0054,螺母 M3,原材料,颗,2000,50.24,100480,2026/3/13,2026/4/17,,已下达,35,
PO2026094347,SUP031,昆明昆电科技,B级,P0079,智能鱼缸,成品,台,800,1289.39,1031512,2026/6/6,2026/6/27,,待处理,21,
PO2026030282,SUP004,广州恒达金属,C级,M0186,导热硅脂 v3,半成品,g,1500,94.11,141165,2026/4/9,2026/5/24,,已下达,45,
PO2026102481,SUP016,佛山顺德塑胶,A级,P0038,智能手表,成品,个,1000,1191.36,1191360,2026/4/11,2026/4/21,,已确认,10,物料生产排程中
PO2026042198,SUP028,太原重工机械,B级,M0283,气泡袋 150x200mm,原材料,包,1500,11.97,17955,2026/1/31,2026/2/7,,已取消,7,
PO2026102767,SUP019,合肥创新科技,C级,P0074,智能烤箱 家用版,成品,台,500,869.39,434695,2026/2/5,2026/2/26,,已发货,21,海关报关处理中
PO2026040043,SUP028,太原重工机械,B级,M0014,LoRa模块,原材料,个,1000,29.94,29940,2026/5/17,2026/5/24,,生产中,7,关键物料加工中
PO2026112785,SUP024,哈尔滨北方机械,C级,M0138,DSP处理器 v3,原材料,片,500,25.47,12735,2026/5/27,2026/6/3,,生产中,7,供应商正在生产
PO2026072005,SUP037,银川西夏科技,B级,P0050,智能空调,成品,台,300,2468.49,740547,2026/6/8,2026/7/13,,待处理,35,
PO2026082305,SUP010,重庆渝兴机械,B级,P0014,智能门锁 Pro,成品,把,100,875.5,87550,2026/6/30,2026/7/15,,生产中,15,定制件制造阶段
PO2026043434,SUP014,厦门恒信光电,A级,M0186,导热硅脂 v3,半成品,g,200,115.33,23066,2026/3/5,2026/3/20,,生产中,15,供应商正在生产
PO2026128904,SUP009,成都科创电子,C级,M0236,LED灯珠 红色 0603,原材料,颗,3000,11.43,34290,2026/4/1,2026/5/1,2026/5/2,已发货,30,国内转运途中
PO2026120460,SUP017,宁波华通电子,B级,M0295,电源线 国标三芯 1.8m,原材料,根,500,11.3,5650,2026/4/25,2026/5/23,,生产中,28,供应商正在生产
PO2026079022,SUP035,乌鲁木齐天山科技,B级,M0085,电解电容 100μF v2,原材料,颗,3000,64.52,193560,2026/2/14,2026/2/21,,生产中,7,关键物料加工中
PO2026034756,SUP025,长春一汽配件,A级,M0147,LED灯珠 暖白3000K v3,原材料,颗,2500,53.33,133325,2026/1/25,2026/2/12,,已下达,18,
PO2026039796,SUP001,深圳华腾电子,A级,M0250,电源管理IC MP2307DN,原材料,片,1000,12.07,12070,2026/6/14,2026/6/28,,部分到货,14,
PO2026127196,SUP010,重庆渝兴机械,B级,M0119,弹簧 拉伸 v2,原材料,个,3000,13.11,39330,2026/2/5,2026/2/15,,已确认,10,供应商已确认交期
PO2026073277,SUP036,兰州黄河电子,A级,M0232,保险丝 自恢复 1A,原材料,个,3000,11.14,33420,2026/5/12,2026/6/11,,待处理,30,
PO2026064119,SUP019,合肥创新科技,C级,M0054,螺母 M3,原材料,颗,1500,52.99,79485,2026/5/14,2026/6/18,,生产中,35,供应商正在生产
PO2026094590,SUP023,济南恒泰科技,B级,M0245,蓝牙模块 RTL8762C,原材料,个,2500,10.52,26300,2026/3/8,2026/3/28,,已确认,20,质量检验标准已确认
PO2026027255,SUP020,福州东南电子,B级,M0218,MOS管 AO3400 N沟道,原材料,颗,1000,11.32,11320,2026/1/20,2026/1/25,,已确认,5,质量检验标准已确认
PO2026104908,SUP003,上海精密机械,A级,P0042,智能加湿器,成品,台,300,434.65,130395,2026/2/16,2026/3/23,,已确认,35,物料生产排程中
PO2026039487,SUP009,成都科创电子,C级,M0127,麦克风 MEMS v2,原材料,个,1500,107.13,160695,2026/3/10,2026/4/7,,生产中,28,关键物料加工中
PO2026044551,SUP024,哈尔滨北方机械,C级,P0056,智能窗帘电机,成品,台,50,1895.07,94753.5,2026/5/31,2026/6/15,,已确认,15,质量检验标准已确认
PO2026019014,SUP029,南昌华翔电子,A级,P0034,智能扫地机器人,成品,台,300,1795.92,538776,2026/3/9,2026/3/29,,已下达,20,
PO2026091981,SUP021,西安华创科技,A级,P0058,智能烟雾报警器,成品,台,800,613.38,490704,2026/4/20,2026/5/8,,已下达,18,
PO2026120009,SUP028,太原重工机械,B级,M0054,螺母 M3,原材料,颗,1000,43.43,43430,2026/3/18,2026/3/30,,部分到货,12,
PO2026087268,SUP017,宁波华通电子,B级,M0064,蜂鸣器 有源,原材料,个,2500,95.95,239875,2026/5/21,2026/6/10,,已下达,20,
PO2026094102,SUP009,成都科创电子,C级,M0300,IC芯片 RTD2171 DP转HDMI,原材料,片,2000,45.58,91160,2026/2/14,2026/3/7,2026/3/14,已完成,21,已转入可用库存
PO2026040096,SUP028,太原重工机械,B级,M0166,电源线 1.5m v3,半成品,根,1500,88.49,132735,2026/1/14,2026/2/28,,已取消,45,
PO2026018335,SUP002,东莞鑫盛塑胶,B级,M0090,贴片电阻 100Ω v2,原材料,颗,3000,22.71,68130,2026/5/9,2026/6/23,,草稿,45,
PO2026098429,SUP011,天津北方电子,A级,M0094,整流二极管 v2,原材料,颗,500,85.21,42605,2026/2/3,2026/2/18,,已下达,15,
PO2026020065,SUP018,无锡精密机械,A级,P0032,智能空气净化器,成品,台,1000,1349.69,1349690,2026/6/12,2026/6/27,,部分到货,15,
PO2026089256,SUP014,厦门恒信光电,A级,M0042,传感器模块 气压,原材料,个,500,63.14,31570,2026/5/6,2026/6/20,2026/6/26,已发货,45,物流运输中-海运
PO2026012745,SUP006,杭州明远科技,B级,M0162,包装彩盒(中) v3,半成品,个,200,47.7,9540,2026/6/22,2026/7/2,,已下达,10,
PO2026109199,SUP024,哈尔滨北方机械,C级,M0070,FPC柔性排线 v2,原材料,根,5000,106.02,530100,2026/5/27,2026/7/11,,生产中,45,定制件制造阶段
PO2026094058,SUP017,宁波华通电子,B级,M0171,传感器模块 陀螺仪 v3,半成品,个,500,107.87,53935,2026/1/9,2026/1/21,,已下达,12,
PO2026034910,SUP036,兰州黄河电子,A级,M0026,贴片电阻 100Ω,原材料,颗,500,148.19,74095,2026/4/30,2026/5/20,,部分到货,20,
PO2026013818,SUP035,乌鲁木齐天山科技,B级,M0247,GPS模块 L76X,原材料,个,500,38.31,19155,2026/3/30,2026/4/4,2026/4/3,已完成,5,已转入可用库存
PO2026056247,SUP033,海口南海科技,B级,M0007,ARM Cortex-A53芯片,原材料,片,2500,85.26,213150,2026/5/24,2026/6/28,,部分到货,35,
PO2026102649,SUP004,广州恒达金属,C级,P0046,智能烤箱,成品,台,500,905.76,452880,2026/4/2,2026/4/9,2026/4/14,已发货,7,国内转运途中
PO2026076279,SUP002,东莞鑫盛塑胶,B级,M0024,贴片电阻 10kΩ,原材料,颗,2500,133.1,332750,2026/4/27,2026/5/27,,已确认,30,质量检验标准已确认
PO2026051796,SUP029,南昌华翔电子,A级,M0053,螺丝 M3*8 不锈钢,原材料,颗,500,89.65,44825,2026/5/30,2026/6/4,,已下达,5,
PO2026058206,SUP032,南宁南国电子,C级,P0055,智能灯带 RGB,成品,台,100,2308.48,230848,2026/6/28,2026/7/13,,部分到货,15,
PO2026110351,SUP007,南京盛达光电,A级,P0064,智能手表 Sport,成品,台,100,1576.22,157622,2026/5/28,2026/6/15,,生产中,18,供应商正在生产
PO2026093339,SUP015,长沙中联科技,B级,M0138,DSP处理器 v3,原材料,片,3000,23.65,70950,2026/5/25,2026/6/22,,部分发货,28,
PO2026096986,SUP032,南宁南国电子,C级,P0022,无线开关,成品,个,50,72.66,3633,2026/6/18,2026/8/2,,已下达,45,
PO2026129290,SUP022,郑州中原电子,C级,P0090,智能除湿机,成品,台,800,784.31,627448,2026/6/2,2026/7/7,2026/7/5,已完成,35,已转入可用库存
PO2026104949,SUP032,南宁南国电子,C级,M0225,排针 1.27mm 单排,原材料,个,500,10.63,5315,2026/1/23,2026/2/17,2026/2/25,已发货,25,海关报关处理中
PO2026120772,SUP024,哈尔滨北方机械,C级,M0119,弹簧 拉伸 v2,原材料,个,1000,13.31,13310,2026/2/27,2026/3/14,,部分到货,15,
PO2026027704,SUP013,青岛海润电子,C级,M0092,晶振 32.768kHz v2,原材料,颗,1500,30.85,46275,2026/3/28,2026/5/2,,部分到货,35,
PO2026065252,SUP035,乌鲁木齐天山科技,B级,M0273,天线支架 WiFi内置,原材料,个,3000,13.46,40380,2026/4/18,2026/4/30,2026/5/7,已发货,12,物流运输中-海运
PO2026114458,SUP015,长沙中联科技,B级,P0042,智能加湿器,成品,台,500,411.31,205655,2026/4/7,2026/4/14,,待处理,7,
PO2026052389,SUP008,武汉华工科技,B级,M0060,NFC天线,原材料,个,5000,123.99,619950,2026/5/14,2026/6/18,,生产中,35,供应商正在生产
PO2026064208,SUP008,武汉华工科技,B级,P0006,智能灯带 2m,成品,条,500,388.5,194250,2026/4/9,2026/4/24,,部分到货,15,
PO2026061927,SUP014,厦门恒信光电,A级,M0244,NFC芯片 PN532,原材料,片,1000,18.46,18460,2026/4/10,2026/4/28,,已确认,18,供应商已确认交期
PO2026024565,SUP006,杭州明远科技,B级,M0115,继电器 12V v2,原材料,个,1000,58.87,58870,2026/3/9,2026/3/14,,已取消,5,
PO2026120011,SUP006,杭州明远科技,B级,P0072,智能空气净化器,成品,台,500,521.6,260800,2026/1/30,2026/3/16,,待处理,45,
PO2026074064,SUP011,天津北方电子,A级,M0285,纸箱 五层瓦楞 400x300x200,原材料,个,1000,11.32,11320,2026/3/11,2026/3/23,,已下达,12,
PO2026064351,SUP021,西安华创科技,A级,M0292,双面胶 PET透明 0.1mm,原材料,卷,500,15,7500,2026/6/5,2026/7/3,,部分到货,28,
PO2026029491,SUP033,海口南海科技,B级,M0250,电源管理IC MP2307DN,原材料,片,3000,12.49,37470,2026/3/25,2026/4/1,,已取消,7,
PO2026101848,SUP019,合肥创新科技,C级,M0178,继电器 5V v3,半成品,个,500,93.85,46925,2026/5/23,2026/6/27,,草稿,35,
PO2026113499,SUP024,哈尔滨北方机械,C级,M0139,WiFi模块 802.11ac v3,原材料,个,2500,21.58,53950,2026/5/17,2026/6/11,,已下达,25,
PO2026054470,SUP034,呼和浩特北方电子,C级,M0026,贴片电阻 100Ω,原材料,颗,500,139.78,69890,2026/1/18,2026/1/23,2026/1/25,已完成,5,批次检验通过
PO2026078863,SUP035,乌鲁木齐天山科技,B级,M0048,锂电池 聚合物3000mAh,原材料,块,3000,30.98,92940,2026/2/18,2026/2/25,,已确认,7,物料生产排程中
PO2026102760,SUP025,长春一汽配件,A级,M0200,ARM Cortex-A35芯片 v4,半成品,片,800,54.81,43848,2026/6/29,2026/7/11,,部分发货,12,
PO2026085686,SUP022,郑州中原电子,C级,M0002,PC透明罩,原材料,个,2500,75.59,188975,2026/5/26,2026/5/31,,部分到货,5,
PO2026074557,SUP034,呼和浩特北方电子,C级,M0011,WiFi模块 802.11ac,原材料,个,500,103.57,51785,2026/4/25,2026/5/2,,待处理,7,
PO2026027236,SUP025,长春一汽配件,A级,P0020,燃气报警器,成品,个,200,85.36,17072,2026/3/25,2026/4/19,,已下达,25,
PO2026018853,SUP022,郑州中原电子,C级,M0196,PCB主板 v4,半成品,块,500,77.41,38705,2026/3/16,2026/4/10,,已确认,25,物料生产排程中
PO2026125856,SUP035,乌鲁木齐天山科技,B级,P0082,智能体温计,成品,台,100,1447.85,144785,2026/1/22,2026/2/12,,已确认,21,物料生产排程中
PO2026127121,SUP022,郑州中原电子,C级,M0198,FPC柔性排线 v4,半成品,根,800,157.77,126216,2026/3/4,2026/3/18,2026/3/17,已完成,14,批次检验通过
PO2026022422,SUP027,石家庄华北科技,C级,P0053,智能路由器 AX,成品,台,500,564.97,282485,2026/2/1,2026/2/6,,生产中,5,定制件制造阶段
PO2026119141,SUP016,佛山顺德塑胶,A级,M0193,ABS塑料外壳 v4,半成品,个,500,15.14,7570,2026/6/3,2026/6/23,,草稿,20,
PO2026040375,SUP034,呼和浩特北方电子,C级,M0252,MCU单片机 ESP32-WROOM,原材料,块,500,41.62,20810,2026/4/19,2026/4/29,,已下达,10,
PO2026122832,SUP022,郑州中原电子,C级,M0168,USB数据线 Type-C v3,半成品,根,1500,113.31,169965,2026/1/22,2026/2/19,,部分发货,28,
PO2026101906,SUP029,南昌华翔电子,A级,M0085,电解电容 100μF v2,原材料,颗,2000,61.52,123040,2026/4/3,2026/5/18,,待处理,45,
PO2026017371,SUP018,无锡精密机械,A级,M0258,光线传感器 BH1750,原材料,个,1500,10.88,16320,2026/4/10,2026/4/30,,生产中,20,关键物料加工中
PO2026120319,SUP017,宁波华通电子,B级,M0032,MOSFET NMOS,原材料,颗,5000,76.29,381450,2026/2/5,2026/3/12,2026/3/15,已完成,35,质检合格入库
PO2026068143,SUP012,大连远东科技,B级,M0048,锂电池 聚合物3000mAh,原材料,块,1500,31.32,46980,2026/3/31,2026/4/21,,已确认,21,供应商已确认交期
PO2026089310,SUP023,济南恒泰科技,B级,P0041,智能台灯,成品,个,50,288.16,14408,2026/1/17,2026/1/31,,生产中,14,定制件制造阶段
PO2026100294,SUP017,宁波华通电子,B级,M0035,包装彩盒(小),原材料,个,500,78.5,39250,2026/5/31,2026/6/5,,已确认,5,供应商已确认交期
PO2026114927,SUP037,银川西夏科技,B级,M0160,MOSFET NMOS v3,半成品,颗,1000,33.34,33340,2026/4/6,2026/4/16,2026/4/16,已发货,10,国内转运途中
PO2026097484,SUP014,厦门恒信光电,A级,P0086,智能护眼仪,成品,台,1000,855.75,855750,2026/6/22,2026/6/27,,生产中,5,关键物料加工中
PO2026076396,SUP026,沈阳航天电子,B级,P0058,智能烟雾报警器,成品,台,300,598.81,179643,2026/2/8,2026/3/25,,已确认,45,质量检验标准已确认
PO2026052978,SUP016,佛山顺德塑胶,A级,M0008,ARM Cortex-A35芯片,原材料,片,500,15.2,7600,2026/3/24,2026/4/13,,部分到货,20,
PO2026080149,SUP023,济南恒泰科技,B级,M0208,电感线圈 10μH 绕线,原材料,颗,5000,12.17,60850,2026/1/27,2026/2/6,,已确认,10,物料生产排程中
PO2026017747,SUP036,兰州黄河电子,A级,M0225,排针 1.27mm 单排,原材料,个,1000,11.81,11810,2026/3/25,2026/3/30,,部分到货,5,
PO2026106907,SUP033,海口南海科技,B级,P0076,智能拖地机器人,成品,台,50,1807.57,90378.5,2026/5/26,2026/6/5,,已取消,10,
PO2026081963,SUP027,石家庄华北科技,C级,P0088,智能风扇 落地版,成品,台,300,854.21,256263,2026/6/5,2026/7/3,,已下达,28,
PO2026036874,SUP006,杭州明远科技,B级,M0001,ABS塑料外壳,原材料,个,2000,150.44,300880,2026/4/25,2026/5/5,2026/5/10,已发货,10,物流运输中-海运
PO2026023343,SUP028,太原重工机械,B级,M0066,PC透明罩 v2,原材料,个,500,125.94,62970,2026/6/17,2026/7/22,,已确认,35,供应商已确认交期
PO2026037413,SUP006,杭州明远科技,B级,M0003,铝合金散热片,原材料,片,3000,85.27,255810,2026/5/22,2026/6/1,,已下达,10,
PO2026112173,SUP004,广州恒达金属,C级,P0030,智能门铃,成品,台,50,1039.14,51957,2026/6/25,2026/7/7,,草稿,12,
PO2026126539,SUP020,福州东南电子,B级,M0242,摄像头模组 4K 自动对焦,原材料,个,500,164.38,82190,2026/1/25,2026/2/15,2026/2/20,已完成,21,已转入可用库存
PO2026063606,SUP008,武汉华工科技,B级,M0120,弹簧 压缩 v2,原材料,个,5000,57.3,286500,2026/4/14,2026/4/28,,部分发货,14,
PO2026045305,SUP012,大连远东科技,B级,M0213,整流桥 MB6S,原材料,颗,5000,13.32,66600,2026/5/23,2026/6/12,,已确认,20,物料生产排程中
PO2026111745,SUP033,海口南海科技,B级,P0086,智能护眼仪,成品,台,200,847.55,169510,2026/3/2,2026/3/14,,已确认,12,供应商已确认交期
PO2026102469,SUP023,济南恒泰科技,B级,M0057,磁铁 钕磁铁 10x2mm,原材料,片,1000,108.81,108810,2026/5/31,2026/6/18,,已确认,18,质量检验标准已确认
PO2026097649,SUP005,苏州佳美电子,A级,P0097,智能场景开关,成品,台,300,2560.72,768216,2026/6/16,2026/7/11,,已下达,25,
PO2026013400,SUP011,天津北方电子,A级,M0068,PCB主板 v2,原材料,块,500,94.05,47025,2026/5/22,2026/6/21,2026/6/18,已发货,30,海关报关处理中
PO2026028388,SUP006,杭州明远科技,B级,M0080,电源模块 12V1A v2,原材料,个,5000,17.42,87100,2026/3/27,2026/4/11,,生产中,15,关键物料加工中
PO2026111436,SUP024,哈尔滨北方机械,C级,M0069,PCB副板 v2,原材料,块,500,93.09,46545,2026/5/20,2026/6/10,,已下达,21,
PO2026123196,SUP001,深圳华腾电子,A级,M0149,电解电容 100μF v3,原材料,颗,5000,59.88,299400,2026/5/1,2026/5/26,,部分发货,25,
PO2026104983,SUP022,郑州中原电子,C级,M0137,MCU STM32F103 v3,原材料,片,3000,117.63,352890,2026/5/2,2026/5/20,,部分发货,18,
PO2026106174,SUP023,济南恒泰科技,B级,M0078,LoRa模块 v2,原材料,个,1000,77.74,77740,2026/1/27,2026/2/3,,生产中,7,关键物料加工中
PO2026122234,SUP015,长沙中联科技,B级,M0023,钽电容 10μF,原材料,颗,1500,97.47,146205,2026/6/26,2026/7/16,,部分发货,20,
PO2026027281,SUP025,长春一汽配件,A级,M0175,锂电池 18650 v3,半成品,节,800,48.61,38888,2026/6/8,2026/7/8,2026/7/5,已完成,30,已转入可用库存
PO2026012138,SUP019,合肥创新科技,C级,M0095,TVS保护二极管 v2,原材料,颗,1000,99.68,99680,2026/4/26,2026/5/3,,已确认,7,质量检验标准已确认
PO2026075098,SUP014,厦门恒信光电,A级,M0117,螺丝 M3*8 不锈钢 v2,原材料,颗,3000,46.4,139200,2026/6/27,2026/7/12,2026/7/18,已完成,15,批次检验通过
PO2026107400,SUP011,天津北方电子,A级,P0021,水浸传感器,成品,个,50,293.76,14688,2026/3/23,2026/4/2,2026/4/6,已完成,10,已转入可用库存
PO2026019477,SUP004,广州恒达金属,C级,M0109,显示屏 TFT 2.4寸 v2,原材料,块,2000,115.68,231360,2026/4/20,2026/5/18,,已确认,28,供应商已确认交期
PO2026011911,SUP006,杭州明远科技,B级,P0056,智能窗帘电机,成品,台,300,2054.7,616410,2026/6/27,2026/8/11,,已取消,45,
PO2026020658,SUP003,上海精密机械,A级,M0040,USB数据线 Type-C,原材料,根,2500,13.39,33475,2026/1/8,2026/2/5,2026/2/2,已发货,28,物流运输中-海运
PO2026063047,SUP003,上海精密机械,A级,P0032,智能空气净化器,成品,台,200,1513.1,302620,2026/4/10,2026/4/28,,生产中,18,关键物料加工中
PO2026075676,SUP002,东莞鑫盛塑胶,B级,M0046,触摸面板 电容式,原材料,块,1000,37.82,37820,2026/6/2,2026/6/17,,已下达,15,
PO2026112976,SUP030,贵阳西南科技,C级,M0070,FPC柔性排线 v2,原材料,根,5000,112.5,562500,2026/5/16,2026/5/28,,已发货,12,物流运输中-海运
PO2026129838,SUP011,天津北方电子,A级,M0005,PCB副板,原材料,块,1500,52.24,78360,2026/2/16,2026/3/2,,已确认,14,质量检验标准已确认
PO2026098920,SUP032,南宁南国电子,C级,M0012,蓝牙模块 BLE5.2,原材料,个,5000,26.98,134900,2026/6/3,2026/7/18,,部分发货,45,
PO2026075848,SUP031,昆明昆电科技,B级,M0237,显示屏模组 IPS 14寸 FHD,原材料,块,5000,216.39,1081950,2026/3/21,2026/4/2,,生产中,12,定制件制造阶段
PO2026102691,SUP037,银川西夏科技,B级,M0284,珍珠棉 EPE板材 2mm厚,原材料,张,500,11.27,5635,2026/3/2,2026/4/6,,待处理,35,
PO2026114841,SUP016,佛山顺德塑胶,A级,M0176,锂电池 聚合物3000mAh v3,半成品,块,800,119.09,95272,2026/5/29,2026/6/28,,部分发货,30,
PO2026021249,SUP003,上海精密机械,A级,M0208,电感线圈 10μH 绕线,原材料,颗,3000,12.03,36090,2026/6/23,2026/7/28,,生产中,35,关键物料加工中
PO2026111975,SUP011,天津北方电子,A级,M0286,托盘 纸托盘 14寸专用,原材料,个,1000,10.99,10990,2026/6/14,2026/7/14,,已确认,30,质量检验标准已确认
PO2026059388,SUP018,无锡精密机械,A级,M0149,电解电容 100μF v3,原材料,颗,2000,61.87,123740,2026/6/20,2026/7/25,,已确认,35,物料生产排程中
